"","ST","NP","BDSP","BLD","RMSP","TEN","FINCP","FPARC","HHL","NOC","MV","VEH","YBL"
"459","05","02","01","05","04","3","000065000","4","1","00","3","2","05"
"460","05","02","01","06","04","3","000016700","2","1","00","4","0","06"
"461","05","00","03","01","06","","","","","","","","07"
"462","05","02","02","02","03","1","000057100","4","1","00","3","2","04"
"463","05","02","03","02","05","2","000000000","4","1","00","7","3","04"
"464","05","02","03","02","05","1","000079000","4","1","00","3","2","13"
"465","05","01","03","02","05","1","","","1","00","3","1","06"
"466","05","01","","","","","","","","","","",""
"467","05","03","03","02","08","1","000072800","4","1","00","5","3","05"
"468","05","03","04","02","06","2","000254000","1","1","01","3","3","10"
"469","05","05","03","02","07","1","000057000","2","1","03","5","3","05"
"470","05","01","02","02","06","2","","","1","00","3","1","12"
"471","05","04","03","02","06","3","000123600","2","2","02","3","2","07"
"472","05","01","","","","","","","","","","",""
"473","05","02","03","02","07","2","000069500","4","1","00","7","2","01"
"474","05","03","02","01","05","2","000088100","4","1","00","5","2","05"
"475","05","04","03","02","05","4","000007200","1","4","02","1","1","07"
"476","05","01","","","","","","","","","","",""
"477","05","04","04","02","11","1","000096520","2","1","01","5","4","07"
"478","05","00","03","02","05","","","","","","","","05"
"479","05","02","02","02","07","1","000058600","4","1","00","6","2","01"
"480","05","00","03","02","05","","","","","","","","04"
"481","05","02","02","02","06","1","000083200","4","1","00","6","2","01"
"482","05","03","03","02","05","4","000015800","2","1","01","5","3","06"
"483","05","02","01","02","04","2","000077000","4","1","00","2","1","03"
"484","05","02","03","02","06","1","000039900","4","4","00","3","1","11"
"485","05","01","02","05","04","3","","","1","00","5","0","06"
"486","05","03","03","02","06","1","000071100","2","1","01","6","2","05"
"487","05","01","02","02","04","2","","","1","00","6","3","07"
"488","05","00","03","02","05","","","","","","","","08"
"489","05","04","05","02","09","1","000114500","2","1","01","3","4","08"
"490","05","01","04","02","07","1","","","1","00","5","1","05"
"491","05","04","03","02","06","3","000035000","1","1","02","5","3","08"
"492","05","03","01","02","03","2","000062000","4","1","00","6","3","06"
"493","05","02","03","02","06","1","000028900","4","1","00","7","2","05"
"494","05","04","04","01","05","1","000073000","1","1","02","5","2","08"
"495","05","01","02","01","03","3","","","1","00","1","0","04"
"496","05","05","03","02","06","2","000036880","2","1","03","3","0","05"
"497","05","03","04","02","10","3","","","1","00","3","2","01"
"498","05","03","03","02","07","2","000032000","1","1","01","3","2","05"
"499","05","02","03","06","06","3","","","1","00","1","2","05"
"500","05","02","03","02","07","1","000026920","4","1","00","4","0","06"
"501","05","01","02","02","04","1","","","1","00","7","1","03"
"502","05","02","03","02","07","1","000114000","4","1","00","6","2","05"
"503","05","00","02","02","05","","","","","","","","02"
"504","05","01","03","02","09","1","","","1","00","4","1","08"
"505","05","01","02","02","05","2","","","1","00","5","0","05"
"506","05","01","02","01","03","2","","","1","00","4","1","08"
"507","05","02","03","02","05","3","000044000","4","1","00","4","3","07"
"508","05","01","02","07","03","3","","","1","00","2","1","07"
"509","05","02","03","02","05","2","000090000","4","1","00","7","3","05"
"510","05","02","03","02","05","2","000034900","4","1","00","6","1","01"
"511","05","01","03","02","06","1","","","1","00","3","1","07"
"512","05","05","03","02","05","3","000090000","2","1","03","1","2","04"
"513","05","02","03","02","06","2","000098000","4","1","00","5","1","07"
"514","05","01","03","02","06","1","","","1","00","6","2","05"
"515","05","03","03","02","05","2","000003800","2","1","01","3","2","05"
"516","05","01","","","","","","","","","","",""
"517","05","01","03","02","06","2","","","1","00","7","1","05"
"518","05","04","03","02","06","3","000039200","2","1","00","4","2","03"
"519","06","03","03","04","05","3","","","1","00","3","0","01"
"520","06","03","01","06","03","3","000065000","1","4","01","1","1","07"
"521","06","03","02","08","03","3","000093300","4","3","00","5","1","02"
"522","06","07","05","02","10","1","000404000","3","1","05","4","3","03"
"523","06","02","03","02","07","1","000060000","2","1","01","5","1","03"
"524","06","02","02","04","05","2","000149000","4","1","00","2","3","04"
"525","06","02","02","08","03","3","000026300","4","1","00","3","0","07"
"526","06","02","03","02","05","3","000098000","4","1","00","6","2","03"
"527","06","01","01","07","03","3","","","1","00","4","1","03"
"528","06","04","04","02","05","1","000142300","3","4","02","3","2","06"
"529","06","01","01","08","03","3","","","1","00","4","1","03"
"530","06","04","03","02","06","1","000140120","1","1","02","4","2","02"
"531","06","01","00","08","02","3","","","1","00","1","1","01"
"532","06","05","03","03","06","3","000071000","2","2","02","4","2","01"
"533","06","01","01","09","03","3","","","1","00","4","2","07"
"534","06","02","02","04","04","3","000067400","4","1","00","4","1","02"
"535","06","06","03","02","06","1","000138000","2","1","01","6","3","04"
"536","06","02","03","02","07","1","000165000","4","1","00","7","2","05"
"537","06","01","","","","","","","","","","",""
"538","06","00","02","09","04","","","","","","","","08"
"539","06","01","","","","","","","","","","",""
"540","06","02","02","01","03","2","000047700","4","2","00","3","1","05"
"541","06","01","02","03","05","1","","","1","00","4","1","06"
"542","06","01","","","","","","","","","","",""
"543","06","05","03","02","04","1","000134000","2","1","03","3","3","07"
"544","06","00","00","09","01","","","","","","","","07"
"545","06","06","03","02","06","3","000040000","2","2","03","1","3","04"
"546","06","03","04","02","06","2","000147700","4","1","00","6","3","06"
"547","06","02","03","02","07","2","000051300","4","1","00","6","2","06"
"548","06","02","05","02","09","2","000196600","4","1","00","4","6","04"
"549","06","03","03","01","05","2","000040500","2","1","01","5","1","05"
"550","06","02","03","02","05","2","000074760","4","1","00","7","1","04"
"551","06","01","01","09","02","3","","","4","00","4","0","05"
"552","06","02","03","02","08","2","000070000","4","1","00","7","2","03"
"553","06","02","02","09","04","3","","","1","00","3","2","07"
"554","06","08","03","02","05","3","000000000","2","5","04","1","1","03"
"555","06","04","02","02","06","2","000060000","2","2","02","6","4","03"
"556","06","04","03","02","07","1","000053000","1","1","02","4","3","04"
"557","06","01","","","","","","","","","","",""
"558","06","03","02","05","04","3","000072000","2","1","01","3","0","05"
"559","06","05","04","02","07","1","000225000","3","4","03","3","2","04"
"560","06","00","03","02","06","","","","","","","","06"
"561","06","01","01","08","03","3","","","2","00","1","1","06"
"562","06","04","01","02","04","3","000026200","1","2","01","4","2","02"
"563","06","02","03","02","06","1","000099300","4","1","00","7","2","04"
"564","06","02","03","02","05","1","000170050","4","1","00","6","3","03"
"565","06","02","02","06","04","3","000004300","4","1","00","4","2","04"
"566","06","05","02","07","03","3","000046100","2","4","02","3","1","02"
"567","06","00","01","03","03","","","","","","","","02"
"568","06","03","03","02","05","3","000138000","1","1","01","4","2","03"
"569","06","03","03","02","09","2","000161000","4","1","00","7","1","05"
"570","06","03","02","02","03","1","000088000","2","1","01","3","2","02"
"571","06","02","02","03","04","2","000031000","4","1","00","6","1","06"
"572","06","04","04","02","06","3","000052000","3","2","02","1","2","08"
"573","06","03","02","05","04","3","000020000","3","1","01","1","1","03"
"574","06","03","02","04","05","1","000303000","4","5","00","6","3","01"
"575","06","08","03","02","06","3","000024700","2","2","04","4","2","01"
"576","06","02","02","03","04","1","","","1","00","2","2","11"
"577","06","03","03","02","11","1","000099220","2","2","01","6","4","03"
"578","06","02","02","01","05","1","000048800","4","1","00","5","2","05"
"579","06","03","01","09","02","3","000085000","4","4","00","3","3","01"
"580","06","05","04","05","05","3","000048200","1","1","01","1","0","07"
"581","06","01","03","03","06","1","","","1","00","3","1","05"
"582","06","03","05","02","09","1","000154500","4","1","00","5","3","07"
"583","06","02","02","05","04","3","","","1","00","3","2","07"
"584","06","04","03","03","05","1","000178000","1","1","02","5","2","06"
"585","06","02","02","03","04","3","","","2","00","3","2","01"
"586","06","00","02","01","07","","","","","","","","05"
"587","06","01","","","","","","","","","","",""
"588","06","05","04","02","09","1","000195000","2","1","03","3","2","09"
"589","06","02","03","02","06","2","000205000","4","1","00","2","3","12"
"590","06","02","02","07","04","3","000076000","4","1","00","4","2","05"
"591","06","01","03","02","05","1","","","1","00","6","3","06"
"592","06","02","03","03","06","1","000080000","4","1","00","5","3","06"
"593","06","04","02","03","04","1","000090000","2","3","02","3","2","05"
"594","06","03","03","02","07","1","000074000","2","1","01","4","3","04"
"595","06","02","03","02","07","2","000058900","4","1","00","5","1","06"
"596","06","05","02","05","04","3","000040500","2","2","02","5","1","05"
"597","06","05","03","02","06","1","000074000","2","2","00","6","2","04"
"598","06","06","03","01","06","3","000046000","3","2","04","3","1","08"
"599","06","01","01","07","03","3","","","1","00","3","0","05"
"600","06","00","01","08","03","","","","","","","","03"
"601","06","03","03","02","08","1","000103600","4","4","00","4","2","08"
"602","06","04","02","03","05","3","000095180","4","1","00","3","2","02"
"603","06","02","03","02","07","1","000052000","4","1","00","6","3","03"
"604","06","02","03","02","07","1","000124700","4","1","00","7","2","05"
"605","06","02","03","03","06","2","000043700","4","3","00","3","2","05"
"606","06","03","03","02","04","3","000058000","2","1","02","3","1","11"
"607","06","03","03","02","09","2","000199000","4","1","00","7","3","04"
"608","06","01","02","01","04","2","","","1","00","5","0","06"
"609","06","03","04","02","05","1","000220130","2","4","01","3","2","02"
"610","06","01","01","05","03","3","","","1","00","5","1","05"
"611","06","01","01","06","03","3","","","1","00","4","0","07"
"612","06","02","03","02","06","2","000143000","4","2","00","4","1","03"
"613","06","06","04","02","05","1","000045200","2","2","02","4","3","08"
"614","06","02","02","05","06","3","000038650","4","2","00","7","1","01"
"615","06","01","02","03","04","1","","","1","00","5","1","06"
"616","06","06","04","02","06","1","000183000","2","2","02","5","4","02"
"617","06","02","04","02","08","1","000260000","4","1","00","5","2","06"
"618","06","02","02","09","04","3","000100000","4","2","00","1","2","10"
"619","06","04","03","06","06","3","000029000","3","2","01","4","1","05"
"620","06","04","03","03","04","1","000124000","4","4","00","3","2","06"
"621","06","01","02","04","04","3","","","3","00","6","1","04"
"622","06","03","02","03","03","3","000018000","4","2","00","4","1","02"
"623","06","01","","","","","","","","","","",""
"624","06","01","","","","","","","","","","",""
"625","06","05","04","02","07","1","000066500","4","1","00","4","4","08"
"626","06","02","02","02","04","1","000070000","4","2","00","4","1","03"
"627","06","02","03","02","05","2","000019200","4","1","00","7","1","04"
"628","06","04","09","02","08","1","000404000","3","2","02","4","5","05"
"629","06","03","02","02","04","3","000020000","3","1","02","3","1","01"
"630","06","03","03","02","06","2","000082000","4","2","00","7","2","03"
"631","06","03","03","02","06","1","000261400","1","1","01","3","2","03"
"632","06","04","03","04","07","3","000100000","4","2","00","6","3","06"
"633","06","04","04","02","07","1","000161000","2","1","02","5","3","07"
"634","06","01","03","02","08","1","","","1","00","5","3","01"
"635","06","01","03","01","05","2","","","1","00","3","1","05"
"636","06","03","04","02","08","1","000140000","4","1","00","4","3","05"
"637","06","02","02","02","04","3","000020400","4","1","00","3","1","04"
"638","06","03","02","02","04","1","000046200","4","2","00","6","2","03"
"639","06","02","02","03","07","1","000040000","2","1","01","1","1","06"
"640","06","01","","","","","","","","","","",""
"641","06","02","03","02","08","1","000140000","4","4","00","3","2","08"
"642","06","02","02","02","05","1","000220000","4","1","00","3","2","01"
"643","06","02","02","02","05","2","000101200","4","1","00","5","4","04"
"644","06","02","03","04","06","2","000042300","4","4","00","7","2","02"
"645","06","00","03","02","05","","","","","","","","08"
"646","06","02","03","02","08","2","000143400","4","1","00","7","2","03"
"647","06","01","03","03","05","1","","","1","00","1","1","11"
"648","06","01","","","","","","","","","","",""
"649","06","02","03","03","07","1","000404000","4","1","00","4","2","06"
"650","06","02","02","01","06","2","000048900","4","1","00","5","1","05"
"651","06","02","02","09","09","1","000150690","4","1","00","5","2","05"
"652","06","04","03","02","07","1","000058000","3","1","02","4","1","04"
"653","06","03","02","07","05","3","000015000","1","2","01","1","2","03"
"654","06","00","00","09","01","","","","","","","","01"
"655","06","02","02","09","05","4","000072900","4","1","00","5","2","05"
"656","06","03","03","02","05","3","000014000","2","2","01","4","2","05"
"657","06","02","05","02","08","2","000066500","4","5","00","6","2","06"
"658","06","04","02","05","04","3","000020000","3","2","02","5","1","04"
"659","06","02","03","01","08","2","000032800","4","3","00","5","2","05"
"660","06","02","02","07","07","3","000080000","4","1","00","3","2","06"
"661","06","02","03","02","07","1","000015960","4","1","00","3","2","02"
"662","06","01","02","06","04","3","","","5","00","3","2","07"
"663","06","01","02","01","06","1","","","1","00","3","2","05"
"664","06","01","00","06","01","3","","","2","00","1","0","03"
"665","06","01","00","09","01","3","","","3","00","2","0","07"
"666","06","03","05","02","09","1","000165000","4","4","00","5","3","06"
"667","06","03","04","02","07","1","000384700","4","1","00","5","3","03"
"668","06","04","05","02","08","3","000084600","2","1","02","1","2","07"
"669","06","02","03","02","06","2","000099700","4","1","00","4","4","03"
